date,variant,signups,dau,wau,mau,dau_mau_ratio,sessions,avg_session_duration_sec,sessions_per_active_user,lessons_completed,lessons_per_active_user,xp_earned,xp_per_active_user,premium_users,premium_share
2025-01-16,control,1,3.0,12.0,14.0,0.21428571428571427,5,195.75,1.6666666666666667,2,0.6666666666666666,46,15.333333333333334,1,0.3333333333333333
2025-01-16,treatment,1,7.0,12.0,15.0,0.4666666666666667,9,232.8125,1.2857142857142858,4,0.5714285714285714,77,11.0,1,0.14285714285714285
2025-01-17,control,1,6.0,11.0,14.0,0.42857142857142855,7,268.7647058823529,1.1666666666666667,5,0.8333333333333334,105,17.5,1,0.16666666666666666
2025-01-17,treatment,1,4.0,13.0,16.0,0.25,6,115.82352941176471,1.5,5,1.25,108,27.0,1,0.25
2025-01-18,control,1,5.0,11.0,15.0,0.3333333333333333,6,179.44444444444446,1.2,3,0.6,65,13.0,1,0.2
2025-01-18,treatment,1,4.0,13.0,16.0,0.25,6,178.66666666666666,1.5,4,1.0,93,23.25,2,0.5
2025-01-19,control,1,5.0,13.0,17.0,0.29411764705882354,6,160.21052631578948,1.2,3,0.6,59,11.8,1,0.2
2025-01-19,treatment,1,4.0,14.0,16.0,0.25,6,166.3684210526316,1.5,5,1.25,102,25.5,2,0.5
2025-01-20,control,1,3.0,13.0,17.0,0.17647058823529413,4,107.35,1.3333333333333333,3,1.0,63,21.0,1,0.3333333333333333
2025-01-20,treatment,1,1.0,12.0,16.0,0.0625,2,47.65,2.0,1,1.0,21,21.0,1,1.0
2025-01-21,control,1,5.0,11.0,17.0,0.29411764705882354,9,220.9047619047619,1.8,4,0.8,76,15.2,1,0.2
2025-01-21,treatment,1,4.0,12.0,17.0,0.23529411764705882,5,121.52380952380952,1.25,3,0.75,67,16.75,2,0.5
2025-01-22,control,1,7.0,11.0,19.0,0.3684210526315789,10,242.27272727272728,1.4285714285714286,6,0.8571428571428571,129,18.428571428571427,1,0.14285714285714285
2025-01-22,treatment,1,4.0,12.0,18.0,0.2222222222222222,6,169.4090909090909,1.5,5,1.25,110,27.5,3,0.75
2025-01-23,control,1,6.0,13.0,21.0,0.2857142857142857,8,209.52173913043478,1.3333333333333333,5,0.8333333333333334,104,17.333333333333332,1,0.16666666666666666
2025-01-23,treatment,1,7.0,13.0,20.0,0.35,13,317.8695652173913,1.8571428571428572,7,1.0,144,20.571428571428573,2,0.2857142857142857
2025-01-24,control,1,6.0,13.0,21.0,0.2857142857142857,14,275.9166666666667,2.3333333333333335,14,2.3333333333333335,287,47.833333333333336,1,0.16666666666666666
2025-01-24,treatment,1,7.0,14.0,21.0,0.3333333333333333,9,179.20833333333334,1.2857142857142858,6,0.8571428571428571,132,18.857142857142858,4,0.5714285714285714
2025-01-25,control,1,6.0,14.0,22.0,0.2727272727272727,8,186.64,1.3333333333333333,5,0.8333333333333334,112,18.666666666666668,1,0.16666666666666666
2025-01-25,treatment,1,3.0,12.0,22.0,0.13636363636363635,5,105.48,1.6666666666666667,4,1.3333333333333333,86,28.666666666666668,4,1.3333333333333333
2025-01-26,control,1,5.0,15.0,22.0,0.22727272727272727,8,210.73076923076923,1.6,6,1.2,125,25.0,1,0.2
2025-01-26,treatment,1,3.0,13.0,23.0,0.13043478260869565,4,66.65384615384616,1.3333333333333333,2,0.6666666666666666,31,10.333333333333334,3,1.0
2025-01-27,control,1,6.0,18.0,24.0,0.25,9,151.92592592592592,1.5,7,1.1666666666666667,148,24.666666666666668,1,0.16666666666666666
2025-01-27,treatment,1,5.0,14.0,23.0,0.21739130434782608,5,102.81481481481481,1.0,4,0.8,87,17.4,3,0.6
2025-01-28,control,1,3.0,17.0,24.0,0.125,4,106.75,1.3333333333333333,2,0.6666666666666666,41,13.666666666666666,2,0.6666666666666666
2025-01-28,treatment,1,5.0,17.0,25.0,0.2,7,156.42857142857142,1.4,5,1.0,96,19.2,3,0.6
2025-01-29,control,1,9.0,16.0,25.0,0.36,15,264.51724137931035,1.6666666666666667,10,1.1111111111111112,219,24.333333333333332,3,0.3333333333333333
2025-01-29,treatment,1,9.0,17.0,26.0,0.34615384615384615,12,248.31034482758622,1.3333333333333333,11,1.2222222222222223,238,26.444444444444443,3,0.3333333333333333
2025-01-30,control,1,15.0,21.0,28.0,0.5357142857142857,26,502.1666666666667,1.7333333333333334,14,0.9333333333333333,290,19.333333333333332,3,0.2
2025-01-30,treatment,1,8.0,18.0,27.0,0.2962962962962963,12,185.13333333333333,1.5,7,0.875,156,19.5,3,0.375
2025-01-31,control,1,11.0,21.0,28.0,0.39285714285714285,16,257.93548387096774,1.4545454545454546,11,1.0,224,20.363636363636363,4,0.36363636363636365
2025-01-31,treatment,1,7.0,16.0,27.0,0.25925925925925924,10,214.38709677419354,1.4285714285714286,7,1.0,131,18.714285714285715,4,0.5714285714285714
2025-02-01,control,1,10.0,21.0,28.0,0.35714285714285715,15,238.4375,1.5,7,0.7,147,14.7,4,0.4
2025-02-01,treatment,1,7.0,16.0,28.0,0.25,10,190.3125,1.4285714285714286,6,0.8571428571428571,121,17.285714285714285,4,0.5714285714285714
2025-02-02,control,1,9.0,21.0,28.0,0.32142857142857145,12,204.0909090909091,1.3333333333333333,8,0.8888888888888888,166,18.444444444444443,4,0.4444444444444444
2025-02-02,treatment,1,7.0,18.0,30.0,0.23333333333333334,14,174.3030303030303,2.0,9,1.2857142857142858,181,25.857142857142858,5,0.7142857142857143
2025-02-03,control,1,11.0,24.0,29.0,0.3793103448275862,16,259.6764705882353,1.4545454545454546,10,0.9090909090909091,207,18.818181818181817,3,0.2727272727272727
2025-02-03,treatment,1,5.0,17.0,30.0,0.16666666666666666,5,88.67647058823529,1.0,4,0.8,71,14.2,5,1.0
2025-02-04,control,1,11.0,25.0,29.0,0.3793103448275862,16,250.65714285714284,1.4545454545454546,10,0.9090909090909091,212,19.272727272727273,4,0.36363636363636365
2025-02-04,treatment,1,6.0,17.0,31.0,0.1935483870967742,10,122.65714285714286,1.6666666666666667,8,1.3333333333333333,167,27.833333333333332,5,0.8333333333333334
2025-02-05,control,1,11.0,26.0,30.0,0.36666666666666664,16,240.69444444444446,1.4545454545454546,10,0.9090909090909091,206,18.727272727272727,4,0.36363636363636365
2025-02-05,treatment,1,7.0,19.0,32.0,0.21875,8,133.27777777777777,1.1428571428571428,6,0.8571428571428571,135,19.285714285714285,5,0.7142857142857143
2025-02-06,control,1,11.0,24.0,30.0,0.36666666666666664,15,246.86486486486487,1.3636363636363635,10,0.9090909090909091,225,20.454545454545453,4,0.36363636363636365
2025-02-06,treatment,1,7.0,18.0,33.0,0.21212121212121213,14,169.24324324324326,2.0,10,1.4285714285714286,209,29.857142857142858,5,0.7142857142857143
2025-02-07,control,1,6.0,24.0,31.0,0.1935483870967742,6,104.6842105263158,1.0,5,0.8333333333333334,114,19.0,4,0.6666666666666666
2025-02-07,treatment,1,11.0,23.0,35.0,0.3142857142857143,17,236.94736842105263,1.5454545454545454,10,0.9090909090909091,208,18.90909090909091,5,0.45454545454545453
2025-02-08,control,1,10.0,24.0,33.0,0.30303030303030304,11,150.07692307692307,1.1,7,0.7,162,16.2,4,0.4
2025-02-08,treatment,1,9.0,22.0,35.0,0.2571428571428571,13,171.56410256410257,1.4444444444444444,10,1.1111111111111112,210,23.333333333333332,5,0.5555555555555556
2025-02-09,control,1,5.0,23.0,33.0,0.15151515151515152,8,129.225,1.6,4,0.8,84,16.8,4,0.8
2025-02-09,treatment,1,11.0,22.0,37.0,0.2972972972972973,14,184.25,1.2727272727272727,11,1.0,250,22.727272727272727,6,0.5454545454545454
2025-02-10,control,1,3.0,23.0,32.0,0.09375,6,97.09756097560975,2.0,5,1.6666666666666667,114,38.0,4,1.3333333333333333
2025-02-10,treatment,1,10.0,25.0,39.0,0.2564102564102564,11,135.3658536585366,1.1,9,0.9,183,18.3,6,0.6
2025-02-11,control,1,5.0,21.0,33.0,0.15151515151515152,7,84.26190476190476,1.4,5,1.0,101,20.2,3,0.6
2025-02-11,treatment,1,9.0,26.0,40.0,0.225,16,223.11904761904762,1.7777777777777777,14,1.5555555555555556,293,32.55555555555556,6,0.6666666666666666
2025-02-12,control,1,8.0,23.0,34.0,0.23529411764705882,10,129.2093023255814,1.25,7,0.875,146,18.25,4,0.5
2025-02-12,treatment,1,6.0,25.0,40.0,0.15,10,130.67441860465115,1.6666666666666667,5,0.8333333333333334,93,15.5,5,0.8333333333333334
2025-02-13,control,1,12.0,22.0,36.0,0.3333333333333333,16,177.61363636363637,1.3333333333333333,13,1.0833333333333333,283,23.583333333333332,5,0.4166666666666667
2025-02-13,treatment,1,5.0,27.0,41.0,0.12195121951219512,5,62.15909090909091,1.0,1,0.2,17,3.4,4,0.8
2025-02-14,control,1,10.0,21.0,36.0,0.2777777777777778,13,131.4,1.3,7,0.7,153,15.3,5,0.5
2025-02-14,treatment,1,8.0,28.0,43.0,0.18604651162790697,8,99.84444444444445,1.0,5,0.625,109,13.625,5,0.625
2025-02-15,control,1,13.0,21.0,37.0,0.35135135135135137,22,289.9347826086956,1.6923076923076923,14,1.0769230769230769,286,22.0,4,0.3076923076923077
2025-02-15,treatment,1,8.0,29.0,44.0,0.18181818181818182,13,179.2391304347826,1.625,10,1.25,211,26.375,5,0.625
2025-02-16,control,1,9.0,21.0,37.0,0.24324324324324326,10,131.2127659574468,1.1111111111111112,8,0.8888888888888888,179,19.88888888888889,4,0.4444444444444444
2025-02-16,treatment,1,9.0,26.0,45.0,0.2,14,181.08510638297872,1.5555555555555556,11,1.2222222222222223,247,27.444444444444443,5,0.5555555555555556
2025-02-17,control,1,7.0,20.0,37.0,0.1891891891891892,11,114.1875,1.5714285714285714,5,0.7142857142857143,102,14.571428571428571,4,0.5714285714285714
2025-02-17,treatment,1,8.0,25.0,45.0,0.17777777777777778,12,147.27083333333334,1.5,8,1.0,175,21.875,5,0.625
2025-02-18,control,1,6.0,20.0,37.0,0.16216216216216217,10,122.83673469387755,1.6666666666666667,7,1.1666666666666667,138,23.0,4,0.6666666666666666
2025-02-18,treatment,1,6.0,22.0,45.0,0.13333333333333333,8,108.89795918367346,1.3333333333333333,5,0.8333333333333334,87,14.5,5,0.8333333333333334
2025-02-19,control,1,7.0,22.0,39.0,0.1794871794871795,11,111.1,1.5714285714285714,5,0.7142857142857143,108,15.428571428571429,5,0.7142857142857143
2025-02-19,treatment,1,8.0,22.0,46.0,0.17391304347826086,12,124.44,1.5,10,1.25,232,29.0,6,0.75
2025-02-20,control,1,8.0,23.0,41.0,0.1951219512195122,10,104.09803921568627,1.25,6,0.75,135,16.875,5,0.625
2025-02-20,treatment,1,9.0,27.0,48.0,0.1875,13,139.2941176470588,1.4444444444444444,5,0.5555555555555556,108,12.0,7,0.7777777777777778
2025-02-21,control,1,10.0,26.0,44.0,0.22727272727272727,17,165.17307692307693,1.7,11,1.1,237,23.7,5,0.5
2025-02-21,treatment,1,8.0,27.0,48.0,0.16666666666666666,13,103.8076923076923,1.625,9,1.125,187,23.375,8,1.0
2025-02-22,control,1,6.0,26.0,45.0,0.13333333333333333,8,80.69811320754717,1.3333333333333333,6,1.0,104,17.333333333333332,5,0.8333333333333334
2025-02-22,treatment,1,9.0,27.0,48.0,0.1875,14,145.41509433962264,1.5555555555555556,10,1.1111111111111112,223,24.77777777777778,8,0.8888888888888888
2025-02-23,control,1,8.0,26.0,45.0,0.17777777777777778,13,125.94444444444444,1.625,7,0.875,143,17.875,5,0.625
2025-02-23,treatment,1,13.0,30.0,50.0,0.26,17,163.03703703703704,1.3076923076923077,10,0.7692307692307693,232,17.846153846153847,9,0.6923076923076923
2025-02-24,control,1,8.0,25.0,45.0,0.17777777777777778,11,118.27272727272727,1.375,8,1.0,167,20.875,4,0.5
2025-02-24,treatment,1,8.0,29.0,50.0,0.16,8,68.58181818181818,1.0,6,0.75,122,15.25,8,1.0
2025-02-25,control,1,10.0,26.0,47.0,0.2127659574468085,15,157.14285714285714,1.5,12,1.2,237,23.7,4,0.4
2025-02-25,treatment,1,12.0,27.0,51.0,0.23529411764705882,20,216.28571428571428,1.6666666666666667,14,1.1666666666666667,283,23.583333333333332,9,0.75
2025-02-26,control,1,9.0,24.0,48.0,0.1875,15,166.47368421052633,1.6666666666666667,9,1.0,198,22.0,4,0.4444444444444444
2025-02-26,treatment,1,10.0,26.0,51.0,0.19607843137254902,14,127.33333333333333,1.4,10,1.0,202,20.2,9,0.9
2025-02-27,control,1,7.0,24.0,48.0,0.14583333333333334,13,147.8793103448276,1.8571428571428572,10,1.4285714285714286,231,33.0,4,0.5714285714285714
2025-02-27,treatment,1,7.0,26.0,51.0,0.13725490196078433,12,111.74137931034483,1.7142857142857142,7,1.0,131,18.714285714285715,10,1.4285714285714286
2025-02-28,control,1,10.0,25.0,50.0,0.2,17,173.66101694915255,1.7,9,0.9,202,20.2,5,0.5
2025-02-28,treatment,1,8.0,25.0,52.0,0.15384615384615385,13,128.01694915254237,1.625,8,1.0,176,22.0,10,1.25
2025-03-01,control,1,7.0,24.0,50.0,0.14,9,76.51666666666667,1.2857142857142858,7,1.0,147,21.0,6,0.8571428571428571
2025-03-01,treatment,1,9.0,26.0,51.0,0.17647058823529413,14,118.71666666666667,1.5555555555555556,11,1.2222222222222223,230,25.555555555555557,9,1.0
2025-03-02,control,1,7.0,23.0,52.0,0.1346153846153846,9,57.442622950819676,1.2857142857142858,7,1.0,145,20.714285714285715,6,0.8571428571428571
2025-03-02,treatment,1,7.0,25.0,52.0,0.1346153846153846,11,93.26229508196721,1.5714285714285714,7,1.0,139,19.857142857142858,9,1.2857142857142858
2025-03-03,control,1,4.0,24.0,51.0,0.0784313725490196,4,27.887096774193548,1.0,2,0.5,49,12.25,7,1.75
2025-03-03,treatment,1,11.0,30.0,55.0,0.2,13,117.75806451612904,1.1818181818181819,11,1.0,240,21.818181818181817,9,0.8181818181818182
2025-03-04,control,1,6.0,20.0,51.0,0.11764705882352941,7,58.12698412698413,1.1666666666666667,5,0.8333333333333334,102,17.0,6,1.0
2025-03-04,treatment,1,8.0,30.0,57.0,0.14035087719298245,8,60.492063492063494,1.0,3,0.375,63,7.875,9,1.125
2025-03-05,control,1,8.0,21.0,52.0,0.15384615384615385,13,90.828125,1.625,8,1.0,163,20.375,6,0.75
2025-03-05,treatment,1,10.0,29.0,58.0,0.1724137931034483,16,132.0625,1.6,10,1.0,204,20.4,9,0.9
2025-03-06,control,1,11.0,26.0,55.0,0.2,13,105.21538461538462,1.1818181818181819,7,0.6363636363636364,143,13.0,6,0.5454545454545454
2025-03-06,treatment,1,12.0,29.0,58.0,0.20689655172413793,17,127.76923076923077,1.4166666666666667,12,1.0,247,20.583333333333332,10,0.8333333333333334
2025-03-07,control,1,10.0,24.0,56.0,0.17857142857142858,16,152.0909090909091,1.6,12,1.2,249,24.9,6,0.6
2025-03-07,treatment,1,12.0,30.0,59.0,0.2033898305084746,16,127.54545454545455,1.3333333333333333,7,0.5833333333333334,153,12.75,10,0.8333333333333334
2025-03-08,control,1,4.0,24.0,54.0,0.07407407407407407,7,68.29850746268657,1.75,6,1.5,144,36.0,6,1.5
2025-03-08,treatment,1,16.0,33.0,61.0,0.26229508196721313,19,150.98507462686567,1.1875,11,0.6875,238,14.875,10,0.625
2025-03-09,control,1,7.0,22.0,55.0,0.12727272727272726,7,61.48529411764706,1.0,5,0.7142857142857143,96,13.714285714285714,5,0.7142857142857143
2025-03-09,treatment,1,12.0,33.0,61.0,0.19672131147540983,18,130.19117647058823,1.5,14,1.1666666666666667,293,24.416666666666668,11,0.9166666666666666
2025-03-10,control,1,7.0,25.0,57.0,0.12280701754385964,8,52.0,1.1428571428571428,5,0.7142857142857143,94,13.428571428571429,6,0.8571428571428571
2025-03-10,treatment,1,12.0,32.0,60.0,0.2,18,133.52173913043478,1.5,14,1.1666666666666667,288,24.0,11,0.9166666666666666
2025-03-11,control,1,9.0,26.0,58.0,0.15517241379310345,13,93.25714285714285,1.4444444444444444,7,0.7777777777777778,157,17.444444444444443,6,0.6666666666666666
2025-03-11,treatment,1,11.0,35.0,60.0,0.18333333333333332,18,139.38571428571427,1.6363636363636365,13,1.1818181818181819,288,26.181818181818183,11,1.0
2025-03-12,control,1,12.0,26.0,59.0,0.2033898305084746,19,155.5211267605634,1.5833333333333333,14,1.1666666666666667,290,24.166666666666668,5,0.4166666666666667
2025-03-12,treatment,1,8.0,36.0,61.0,0.13114754098360656,13,109.16901408450704,1.625,10,1.25,204,25.5,12,1.5
2025-03-13,control,1,17.0,32.0,62.0,0.27419354838709675,25,196.63888888888889,1.4705882352941178,15,0.8823529411764706,318,18.705882352941178,7,0.4117647058823529
2025-03-13,treatment,1,13.0,37.0,63.0,0.20634920634920634,25,190.15277777777777,1.9230769230769231,19,1.4615384615384615,399,30.692307692307693,13,1.0
2025-03-14,control,1,12.0,31.0,64.0,0.1875,17,143.17808219178082,1.4166666666666667,12,1.0,256,21.333333333333332,7,0.5833333333333334
2025-03-14,treatment,1,14.0,38.0,63.0,0.2222222222222222,26,192.31506849315068,1.8571428571428572,18,1.2857142857142858,408,29.142857142857142,13,0.9285714285714286
2025-03-15,control,1,8.0,32.0,63.0,0.12698412698412698,9,74.52702702702703,1.125,5,0.625,111,13.875,7,0.875
2025-03-15,treatment,1,13.0,36.0,65.0,0.2,20,139.75675675675674,1.5384615384615385,14,1.0769230769230769,277,21.307692307692307,12,0.9230769230769231
2025-03-16,control,1,10.0,36.0,66.0,0.15151515151515152,13,90.66666666666667,1.3,11,1.1,221,22.1,7,0.7
2025-03-16,treatment,1,10.0,35.0,67.0,0.14925373134328357,15,108.18666666666667,1.5,7,0.7,162,16.2,10,1.0
2025-03-17,control,1,12.0,40.0,67.0,0.1791044776119403,19,123.25,1.5833333333333333,10,0.8333333333333334,220,18.333333333333332,7,0.5833333333333334
2025-03-17,treatment,1,16.0,37.0,67.0,0.23880597014925373,26,196.52631578947367,1.625,13,0.8125,269,16.8125,12,0.75
2025-03-18,control,1,13.0,41.0,68.0,0.19117647058823528,18,134.3896103896104,1.3846153846153846,14,1.0769230769230769,306,23.53846153846154,7,0.5384615384615384
2025-03-18,treatment,1,18.0,37.0,66.0,0.2727272727272727,24,155.5064935064935,1.3333333333333333,15,0.8333333333333334,312,17.333333333333332,13,0.7222222222222222
2025-03-19,control,1,12.0,38.0,67.0,0.1791044776119403,20,135.0897435897436,1.6666666666666667,14,1.1666666666666667,288,24.0,7,0.5833333333333334
2025-03-19,treatment,1,21.0,37.0,68.0,0.3088235294117647,32,191.01282051282053,1.5238095238095237,26,1.2380952380952381,542,25.80952380952381,14,0.6666666666666666
2025-03-20,control,1,11.0,34.0,67.0,0.16417910447761194,13,88.9367088607595,1.1818181818181819,10,0.9090909090909091,199,18.09090909090909,8,0.7272727272727273
2025-03-20,treatment,1,16.0,38.0,70.0,0.22857142857142856,28,198.49367088607596,1.75,20,1.25,421,26.3125,14,0.875
2025-03-21,control,1,11.0,34.0,67.0,0.16417910447761194,12,99.55,1.0909090909090908,10,0.9090909090909091,218,19.818181818181817,7,0.6363636363636364
2025-03-21,treatment,1,15.0,38.0,71.0,0.2112676056338028,21,107.3625,1.4,16,1.0666666666666667,357,23.8,14,0.9333333333333333
2025-03-22,control,1,10.0,35.0,69.0,0.14492753623188406,14,82.11111111111111,1.4,12,1.2,237,23.7,7,0.7
2025-03-22,treatment,1,15.0,42.0,73.0,0.2054794520547945,25,177.12345679012347,1.6666666666666667,19,1.2666666666666666,410,27.333333333333332,13,0.8666666666666667
2025-03-23,control,1,16.0,37.0,71.0,0.22535211267605634,31,194.3048780487805,1.9375,25,1.5625,539,33.6875,8,0.5
2025-03-23,treatment,1,17.0,46.0,75.0,0.22666666666666666,26,165.1341463414634,1.5294117647058822,18,1.0588235294117647,402,23.647058823529413,12,0.7058823529411765
2025-03-24,control,1,15.0,36.0,69.0,0.21739130434782608,22,162.53012048192772,1.4666666666666666,15,1.0,322,21.466666666666665,8,0.5333333333333333
2025-03-24,treatment,1,17.0,47.0,76.0,0.2236842105263158,23,172.14457831325302,1.3529411764705883,16,0.9411764705882353,333,19.58823529411765,13,0.7647058823529411
2025-03-25,control,1,13.0,36.0,70.0,0.18571428571428572,17,107.22619047619048,1.3076923076923077,9,0.6923076923076923,205,15.76923076923077,8,0.6153846153846154
2025-03-25,treatment,1,16.0,46.0,76.0,0.21052631578947367,24,166.28571428571428,1.5,14,0.875,280,17.5,13,0.8125
2025-03-26,control,1,16.0,42.0,73.0,0.2191780821917808,21,123.44705882352942,1.3125,11,0.6875,233,14.5625,8,0.5
2025-03-26,treatment,1,15.0,43.0,76.0,0.19736842105263158,27,175.36470588235295,1.8,18,1.2,368,24.533333333333335,14,0.9333333333333333
2025-03-27,control,1,11.0,42.0,74.0,0.14864864864864866,17,102.27906976744185,1.5454545454545454,10,0.9090909090909091,190,17.272727272727273,7,0.6363636363636364
2025-03-27,treatment,1,21.0,46.0,76.0,0.27631578947368424,28,156.25581395348837,1.3333333333333333,18,0.8571428571428571,391,18.61904761904762,15,0.7142857142857143
2025-03-28,control,1,12.0,41.0,75.0,0.16,19,131.55172413793105,1.5833333333333333,7,0.5833333333333334,146,12.166666666666666,7,0.5833333333333334
2025-03-28,treatment,1,16.0,45.0,78.0,0.20512820512820512,27,181.13793103448276,1.6875,20,1.25,423,26.4375,14,0.875
2025-03-29,control,1,11.0,44.0,75.0,0.14666666666666667,21,132.20454545454547,1.9090909090909092,17,1.5454545454545454,339,30.818181818181817,9,0.8181818181818182
2025-03-29,treatment,1,17.0,45.0,77.0,0.22077922077922077,21,104.94318181818181,1.2352941176470589,12,0.7058823529411765,257,15.117647058823529,14,0.8235294117647058
2025-03-30,control,1,7.0,43.0,74.0,0.0945945945945946,10,44.73033707865169,1.4285714285714286,6,0.8571428571428571,122,17.428571428571427,10,1.4285714285714286
2025-03-30,treatment,1,13.0,44.0,78.0,0.16666666666666666,17,109.14606741573034,1.3076923076923077,12,0.9230769230769231,248,19.076923076923077,13,1.0
2025-03-31,control,1,14.0,41.0,77.0,0.18181818181818182,16,88.11111111111111,1.1428571428571428,10,0.7142857142857143,194,13.857142857142858,10,0.7142857142857143
2025-03-31,treatment,1,15.0,48.0,78.0,0.19230769230769232,20,100.85555555555555,1.3333333333333333,11,0.7333333333333333,237,15.8,12,0.8
2025-04-01,control,1,15.0,44.0,78.0,0.19230769230769232,21,144.26373626373626,1.4,14,0.9333333333333333,303,20.2,10,0.6666666666666666
2025-04-01,treatment,1,16.0,49.0,80.0,0.2,24,133.47252747252747,1.5,16,1.0,343,21.4375,12,0.75
2025-04-02,control,1,15.0,42.0,79.0,0.189873417721519,23,125.45652173913044,1.5333333333333334,16,1.0666666666666667,351,23.4,12,0.8
2025-04-02,treatment,1,18.0,50.0,82.0,0.21951219512195122,25,138.58695652173913,1.3888888888888888,19,1.0555555555555556,417,23.166666666666668,13,0.7222222222222222
2025-04-03,control,1,16.0,44.0,79.0,0.20253164556962025,20,102.66666666666667,1.25,17,1.0625,365,22.8125,12,0.75
2025-04-03,treatment,1,19.0,47.0,85.0,0.2235294117647059,27,165.30107526881721,1.4210526315789473,20,1.0526315789473684,386,20.31578947368421,12,0.631578947368421
2025-04-04,control,1,18.0,48.0,80.0,0.225,29,161.03191489361703,1.6111111111111112,22,1.2222222222222223,455,25.27777777777778,12,0.6666666666666666
2025-04-04,treatment,1,17.0,48.0,85.0,0.2,23,110.15957446808511,1.3529411764705883,16,0.9411764705882353,329,19.352941176470587,10,0.5882352941176471
2025-04-05,control,1,15.0,49.0,80.0,0.1875,17,90.61052631578947,1.1333333333333333,12,0.8,237,15.8,11,0.7333333333333333
2025-04-05,treatment,1,11.0,47.0,84.0,0.13095238095238096,17,101.28421052631579,1.5454545454545454,13,1.1818181818181819,282,25.636363636363637,11,1.0
